#  addMAME 0.01 > 0.196
#
#  © 2014/2018 AntoPISA of www.progettosnaps.net
#
#  Total sets: 35,074
#
#
-----------------------------------------------------------
| S e t                     | Added in version | T y p e  |
| tnzsop                    | 0.031            | MAME     |
| tnzsuo                    | 0.177            | MAME     |
| to7                       | 0.162            | MESS     |
| to770                     | 0.162            | MESS     |
| to770a                    | 0.162            | MESS     |
| to8                       | 0.162            | MESS     |
| to8d                      | 0.162            | MESS     |
| to9                       | 0.162            | MESS     |
| to9p                      | 0.162            | MESS     |
| todruaga                  | 0.035b08         | MAME     |
| todruagao                 | 0.029            | MAME     |
| todruagas                 | 0.135u3          | MAME     |
| toffy                     | 0.061            | MAME     |
| togenkyo                  | 0.135u1          | MAME     |
| toggle                    | 0.036b05         | MAME     |
| toki                      | 0.035b11         | MAME     |
| tokia                     | 0.035b11         | MAME     |
| tokib                     | 0.031            | MAME     |
| tokimbsj                  | 0.037b08         | MAME     |
| tokio                     | 0.138u4          | MAME     |
| tokiob                    | 0.034b04         | MAME     |
| tokioo                    | 0.104u3          | MAME     |
| tokiou                    | 0.034b04         | MAME     |
| tokip                     | 0.172            | MAME     |
| tokisens                  | 0.034b03         | MAME     |
| tokiu                     | 0.035b11         | MAME     |
| tokiua                    | 0.138u2          | MAME     |
| tokkae                    | 0.067            | MAME     |
| tokyobus                  | 0.169            | MAME     |
| tokyocop                  | 0.185            | MAME     |
| tokyocopi                 | 0.130u1          | MAME     |
| tokyocopk                 | 0.185            | MAME     |
| tokyogal                  | 0.037b08         | MAME     |
| tokyowar                  | 0.131u3          | MAME     |
| tom_06                    | 0.141u1          | MAME     |
| tom_10f                   | 0.143u5          | MAME     |
| tom_12                    | 0.141u1          | MAME     |
| tom_13                    | 0.141u1          | MAME     |
| tom_14h                   | 0.141u1          | MAME     |
| tomahawk                  | 0.034b02         | MAME     |
| tomahawk1                 | 0.034b02         | MAME     |
| tomcat                    | 0.129u4          | MAME     |
| tomcatsw                  | 0.107u1          | MAME     |
| tomy_102                  | 0.177            | MAME     |
| tomy_400                  | 0.141u1          | MAME     |
| tomy_h30                  | 0.141u1          | MAME     |
| tondemo                   | 0.074u2          | MAME     |
| tonpuu                    | 0.191            | MAME     |
| tonto                     | 0.162            | MESS     |
| tonton                    | 0.143u8          | MAME     |
| tontonb                   | 0.062            | MAME     |
| tonypok                   | 0.139u3          | MAME     |
| toobin                    | 0.031            | MAME     |
| toobin1                   | 0.036b01         | MAME     |
| toobin2                   | 0.036b01         | MAME     |
| toobin2e                  | 0.076u1          | MAME     |
| toobine                   | 0.076u1          | MAME     |
| toobing                   | 0.076u1          | MAME     |
| top21                     | 0.149            | MAME     |
| topaz_l1                  | 0.141u1          | MAME     |
| topbana                   | 0.173            | MAME     |
| topbladv                  | 0.125u4          | MAME     |
| topgame                   | 0.143u5          | MAME     |
| topgamet                  | 0.143u5          | MAME     |
| topgear                   | 0.133u1          | MAME     |
| topgun                    | 0.066            | MAME     |
| topgunbl                  | 0.034b05         | MAME     |
| topgunnr                  | 0.099u01         | MAME     |
| topgunr                   | 0.033b07         | MAME     |
| tophuntr                  | 0.034b02         | MAME     |
| tophuntrh                 | 0.134u1          | MAME     |
| topland                   | 0.074u2          | MAME     |
| toplandj                  | 0.186            | MAME     |
| toppin                    | 0.141u1          | MAME     |
| toppyrap                  | 0.104u8          | MAME     |
| topracer                  | 0.036b11         | MAME     |
| topracera                 | 0.090u3          | MAME     |
| topracern                 | 0.087u4          | MAME     |
| toprdice                  | 0.173            | MAME     |
| toprollr                  | 0.102u5          | MAME     |
| topsecex                  | 0.035b04         | MAME     |
| topsecrt                  | 0.035b02         | MAME     |
| topshoot                  | 0.100u2          | MAME     |
| topshta6                  | 0.173            | MAME     |
| topskatr                  | 0.087u1          | MAME     |
| topskatrj                 | 0.141u2          | MAME     |
| topskatru                 | 0.127u1          | MAME     |
| topskatruo                | 0.181            | MAME     |
| topspeed                  | 0.037b10         | MAME     |
| topspeedu                 | 0.037b10         | MAME     |
| toramich                  | 0.036b15         | MAME     |
| torarech                  | 0.193            | MAME     |
| toratora                  | 0.074u2          | MAME     |
| toratorab                 | 0.166            | MAME     |
| torch                     | 0.141u1          | MAME     |
| torchf                    | 0.169            | MESS     |
| torchh10                  | 0.169            | MESS     |
| torchh21                  | 0.169            | MESS     |
| torgods                   | 0.173            | MAME     |
| toride2g                  | 0.037b12         | MAME     |
| toride2gg                 | 0.104u9          | MAME     |
| toride2gk                 | 0.148            | MAME     |
| toride2j                  | 0.119u4          | MAME     |
| tornado1                  | 0.084            | MAME     |
| tornado2                  | 0.084            | MAME     |
| tornbase                  | 0.031            | MAME     |
| torp_a16                  | 0.177            | MAME     |
| torp_e21                  | 0.141u1          | MAME     |
| tortufam                  | 0.111u1          | MAME     |
| torus                     | 0.096            | MAME     |
| toryumon                  | 0.036b16         | MAME     |
| tosh1000                  | 0.181            | MESS     |
| totan_04                  | 0.141u1          | MAME     |
| totan_12                  | 0.141u1          | MAME     |
| totan_13                  | 0.141u1          | MAME     |
| totan_14                  | 0.141u1          | MAME     |
| totcarn                   | 0.034b07         | MAME     |
| totcarnp                  | 0.034b08         | MAME     |
| totd                      | 0.130u4          | MAME     |
| totdo                     | 0.168            | MAME     |
| totem                     | 0.141u1          | MAME     |
| totlvica                  | 0.152            | MAME     |
| totlvice                  | 0.161            | MAME     |
| totlvicj                  | 0.105u2          | MAME     |
| totlvicu                  | 0.134u2          | MAME     |
| totmejan                  | 0.120u1          | MAME     |
| toto                      | 0.158            | MAME     |
| touchdn                   | 0.141u1          | MAME     |
| toucheme                  | 0.135u1          | MAME     |
| touchemea                 | 0.171            | MAME     |
| touchgo                   | 0.102u2          | MAME     |
| touchgoe                  | 0.074u2          | MAME     |
| touchgok                  | 0.173            | MAME     |
| touchgon                  | 0.102            | MAME     |
| touchme                   | 0.183            | MESS     |
| toukon3                   | 0.121u4          | MAME     |
| toukon4                   | 0.144u6          | MAME     |
| tour4000                  | 0.129u1          | MAME     |
| tour4010                  | 0.129u1          | MAME     |
| toursol                   | 0.135u1          | MAME     |
| toursol1                  | 0.135            | MAME     |
| tourtab2                  | 0.068            | MAME     |
| tourtabl                  | 0.068            | MAME     |
| tourvis                   | 0.144u5          | MAME     |
| touryuu                   | 0.146            | MAME     |
| toutango                  | 0.183            | MAME     |
| toutangonl                | 0.186            | MAME     |
| toutrun                   | 0.088u5          | MAME     |
| toutrun1                  | 0.125u6          | MAME     |
| toutrun2                  | 0.074u2          | MAME     |
| toutrun2d                 | 0.167            | MAME     |
| toutrun3                  | 0.074u2          | MAME     |
| toutrun3d                 | 0.166            | MAME     |
| toutrund                  | 0.166            | MAME     |
| toutrunj                  | 0.150            | MAME     |
| toutrunj1                 | 0.159            | MAME     |
| toutrunj1d                | 0.166            | MAME     |
| toutrunjd                 | 0.166            | MAME     |
| toyfight                  | 0.123u2          | MAME     |
| toyland                   | 0.144u6          | MAME     |
| toypop                    | 0.037b05         | MAME     |
| tp2m32                    | 0.065            | MAME     |
| tp84                      | 0.028            | MAME     |
| tp84a                     | 0.034b07         | MAME     |
| tp84b                     | 0.102u4          | MAME     |
| tpc310                    | 0.162            | MESS     |
| tpgolf                    | 0.034b02         | MAME     |
| tpoker2                   | 0.134u3          | MAME     |
| tpp311                    | 0.162            | MESS     |
| tps312                    | 0.162            | MESS     |
| tqst                      | 0.143u3          | MAME     |
| tr175                     | 0.192            | MESS     |
| tr606                     | 0.170            | MESS     |
| trackfld                  | 0.030            | MAME     |
| trackfldc                 | 0.034b07         | MAME     |
| trackfldnz                | 0.136u1          | MAME     |
| trackfldu                 | 0.194            | MAME     |
| trailblz                  | 0.100u1          | MAME     |
| trailer                   | 0.141u1          | MAME     |
| trakcvg                   | 0.162            | MESS     |
| trally                    | 0.034b01         | MAME     |
| tranqgun                  | 0.033b04         | MAME     |
| transfrm                  | 0.037b16         | MAME     |
| tranz330                  | 0.179            | MESS     |
| travrusa                  | 0.030            | MAME     |
| travrusab                 | 0.148u5          | MAME     |
| trbwtchs                  | 0.149u1          | MAME     |
| trckydoc                  | 0.068            | MAME     |
| trckydoca                 | 0.102            | MAME     |
| treahunt                  | 0.034b07         | MAME     |
| trebltop                  | 0.120u3          | MAME     |
| trek_110                  | 0.141u1          | MAME     |
| trek_117                  | 0.177            | MAME     |
| trek_11a                  | 0.141u1          | MAME     |
| trek_120                  | 0.141u1          | MAME     |
| trek_200                  | 0.141u1          | MAME     |
| trek_201                  | 0.141u1          | MAME     |
| trgheart                  | 0.135u1          | MAME     |
| trghearto                 | 0.189            | MAME     |
| tricep                    | 0.162            | MESS     |
| tricksht                  | 0.184            | MAME     |
| tricktrp                  | 0.037b14         | MAME     |
| trident                   | 0.191            | MAME     |
| tridento                  | 0.141u1          | MAME     |
| triforce                  | 0.130u1          | MAME     |
| trigon                    | 0.036b02         | MAME     |
| trikitri                  | 0.174            | MAME     |
| triothep                  | 0.095u2          | MAME     |
| triothepj                 | 0.036b08         | MAME     |
| tripdraw                  | 0.131            | MAME     |
| tripjok                   | 0.143u5          | MAME     |
| triplay                   | 0.141u1          | MAME     |
| triplaya                  | 0.177            | MAME     |
| triplep                   | 0.029            | MAME     |
| triplepa                  | 0.147u3          | MAME     |
| triplew1                  | 0.037b08         | MAME     |
| triplew2                  | 0.037b08         | MAME     |
| triplfun                  | 0.062            | MAME     |
| triplhnt                  | 0.061            | MAME     |
| tripool                   | 0.069b           | MAME     |
| tripoola                  | 0.069b           | MAME     |
| trisport                  | 0.036b06         | MAME     |
| tritreat                  | 0.173            | MAME     |
| trivia                    | 0.155            | MAME     |
| trivia12                  | 0.122u7          | MAME     |
| triviabb                  | 0.036b06         | MAME     |
| triviaes                  | 0.104u6          | MAME     |
| triviag1                  | 0.036b05         | MAME     |
| triviag2                  | 0.036b06         | MAME     |
| trivialp                  | 0.115u1          | MAME     |
| trivialpd                 | 0.143u5          | MAME     |
| trivialpo                 | 0.143u6          | MAME     |
| triviasp                  | 0.036b05         | MAME     |
| triviayp                  | 0.036b06         | MAME     |
| trivquiz                  | 0.066            | MAME     |
| trivrus                   | 0.168            | MAME     |
| trizeal                   | 0.130u1          | MAME     |
| trizn_l1                  | 0.141u1          | MAME     |
| trizn_t1                  | 0.141u1          | MAME     |
| troangel                  | 0.035b03         | MAME     |
| trobhood                  | 0.193            | MESS     |
| trobocop2                 | 0.193            | MESS     |
| trobocop3                 | 0.195            | MESS     |
| trocana                   | 0.194            | MAME     |
| trog                      | 0.120u3          | MAME     |
| trog3                     | 0.034b08         | MAME     |
| trog4                     | 0.034b07         | MAME     |
| trogpa4                   | 0.034b07         | MAME     |
| trogpa6                   | 0.063            | MAME     |
| trojan                    | 0.036b05         | MAME     |
| trojana                   | 0.146u5          | MAME     |
| trojanb                   | 0.153            | MAME     |
| trojanj                   | 0.031            | MAME     |
| trojanr                   | 0.031            | MAME     |
| trojhors                  | 0.173            | MAME     |
| tron                      | 0.034b04         | MAME     |
| tron2                     | 0.028            | MAME     |
| tron3                     | 0.087u3          | MAME     |
| tron4                     | 0.087u3          | MAME     |
| tronger                   | 0.156            | MAME     |
| troopy                    | 0.192            | MAME     |
| trophyh                   | 0.119u1          | MAME     |
| trpdlght                  | 0.184            | MAME     |
| trpdlghtu                 | 0.168            | MAME     |
| trs80                     | 0.162            | MESS     |
| trs80dt1                  | 0.192            | MESS     |
| trs80l2                   | 0.162            | MESS     |
| trs80m16                  | 0.162            | MESS     |
| trs80m2                   | 0.162            | MESS     |
| trs80m3                   | 0.162            | MESS     |
| trs80m4                   | 0.162            | MESS     |
| trs80m4p                  | 0.162            | MESS     |
| trs80pc3                  | 0.162            | MESS     |
| trsking                   | 0.173            | MAME     |
| trsm100                   | 0.162            | MESS     |
| trstar                    | 0.037b11         | MAME     |
| trstar2k                  | 0.131u1          | MAME     |
| trstarj                   | 0.037b11         | MAME     |
| trstaro                   | 0.037b11         | MAME     |
| trstaroj                  | 0.037b11         | MAME     |
| trstrove                  | 0.173            | MAME     |
| truckk                    | 0.141u2          | MAME     |
| trucksp2                  | 0.141u1          | MAME     |
| trucksp3                  | 0.141u1          | MAME     |
| truco                     | 0.068            | MAME     |
| trucocl                   | 0.087            | MAME     |
| truxton                   | 0.035b13         | MAME     |
| truxton2                  | 0.037b06         | MAME     |
| trvchlng                  | 0.092            | MAME     |
| trvgns                    | 0.084u3          | MAME     |
| trvhang                   | 0.110            | MAME     |
| trvhanga                  | 0.129u1          | MAME     |
| trvmadns                  | 0.106u02         | MAME     |
| trvmadnsa                 | 0.150            | MAME     |
| trvmstr                   | 0.089u3          | MAME     |
| trvmstra                  | 0.102u2          | MAME     |
| trvmstrb                  | 0.121u4          | MAME     |
| trvmstrc                  | 0.130u4          | MAME     |
| trvquest                  | 0.101u4          | MAME     |
| trvwz2                    | 0.085u1          | MAME     |
| trvwz2a                   | 0.129            | MAME     |
| trvwz3h                   | 0.107u3          | MAME     |
| trvwz3ha                  | 0.129            | MAME     |
| trvwz3v                   | 0.118u2          | MAME     |
| trvwz4                    | 0.104            | MAME     |
| trvwz4a                   | 0.129            | MAME     |
| trvwzh                    | 0.085u1          | MAME     |
| trvwzha                   | 0.099u01         | MAME     |
| trvwzhb                   | 0.129            | MAME     |
| trvwzv                    | 0.104            | MAME     |
| tryomvgc                  | 0.162            | MESS     |
| tryout                    | 0.075u1          | MAME     |
| ts_la2                    | 0.141u1          | MAME     |
| ts_la4                    | 0.141u1          | MAME     |
| ts_lf6                    | 0.141u1          | MAME     |
| ts_lh6                    | 0.141u1          | MAME     |
| ts_lm6                    | 0.141u1          | MAME     |
| ts_lx4                    | 0.141u1          | MAME     |
| ts_lx5                    | 0.141u1          | MAME     |
| ts_pa1                    | 0.141u1          | MAME     |
| ts1000                    | 0.162            | MESS     |
| ts1500                    | 0.162            | MESS     |
| ts2                       | 0.144u7          | MAME     |
| ts2068                    | 0.162            | MESS     |
| ts2a                      | 0.078            | MAME     |
| ts2j                      | 0.074u2          | MAME     |
| ts3000                    | 0.192            | MESS     |
| ts802                     | 0.162            | MESS     |
| ts802h                    | 0.162            | MESS     |
| ts803h                    | 0.162            | MESS     |
| ts816                     | 0.162            | MESS     |
| tsamurai                  | 0.036b03         | MAME     |
| tsamurai2                 | 0.036b10         | MAME     |
| tsamuraih                 | 0.131u2          | MAME     |
| tsarevna                  | 0.143u7          | MAME     |
| tsarevnaa                 | 0.143u7          | MAME     |
| tsclass                   | 0.142u1          | MAME     |
| tsddragon                 | 0.194            | MESS     |
| tsf2010                   | 0.195            | MESS     |
| tsfight2                  | 0.193            | MESS     |
| tshadow                   | 0.193            | MESS     |
| tsharr2                   | 0.193            | MESS     |
| tshingen                  | 0.036rc1         | MAME     |
| tshingena                 | 0.037b15         | MAME     |
| tshoot                    | 0.035b06         | MAME     |
| tsjam                     | 0.188            | MESS     |
| tskelwarr                 | 0.194            | MESS     |
| tsonic                    | 0.188            | MESS     |
| tsonic2                   | 0.195            | MESS     |
| tspidman                  | 0.196            | MESS     |
| tsptr_l3                  | 0.141u1          | MAME     |
| tst_galx                  | 0.074u2          | MAME     |
| tst_invd                  | 0.074u2          | MAME     |
| tstrider                  | 0.195            | MESS     |
| tstrike                   | 0.103u1          | MAME     |
| tstrikea                  | 0.074u2          | MAME     |
| tstrk_l1                  | 0.141u1          | MAME     |
| tsukande                  | 0.183            | MAME     |
| tsurugi                   | 0.114u1          | MAME     |
| tsurugie                  | 0.171            | MAME     |
| tsurugij                  | 0.114u1          | MAME     |
| tsuwaku                   | 0.188            | MAME     |
| tswampt                   | 0.191            | MESS     |
| tt_game                   | 0.141u1          | MAME     |
| tt030                     | 0.162            | MESS     |
| tt030_de                  | 0.162            | MESS     |
| tt030_fr                  | 0.162            | MESS     |
| tt030_pl                  | 0.162            | MESS     |
| tt030_uk                  | 0.162            | MESS     |
| ttblock                   | 0.153            | MAME     |
| ttchamp                   | 0.095u2          | MAME     |
| ttchampa                  | 0.102            | MAME     |
| ttfball                   | 0.183            | MESS     |
| ttfballa                  | 0.183            | MESS     |
| ttfitter                  | 0.148u1          | MAME     |
| tti                       | 0.192            | MESS     |
| ttmahjng                  | 0.037b05         | MAME     |
| tts_l1                    | 0.143u5          | MAME     |
| tts_l2                    | 0.143u5          | MAME     |
| ttt_10                    | 0.141u1          | MAME     |
| tturf                     | 0.036b01         | MAME     |
| tturfbl                   | 0.034b04         | MAME     |
| tturfu                    | 0.036b07         | MAME     |
| ttv_lotr                  | 0.196            | MESS     |
| ttv_mx                    | 0.196            | MESS     |
| ttv_sw                    | 0.195            | MESS     |
| tubeit                    | 0.037b14         | MAME     |
| tubep                     | 0.061            | MAME     |
| tubepb                    | 0.120u1          | MAME     |
| tugboat                   | 0.063            | MAME     |
| tumbleb                   | 0.035b08         | MAME     |
| tumbleb2                  | 0.035b08         | MAME     |
| tumblep                   | 0.036b08         | MAME     |
| tumblepba                 | 0.148u1          | MAME     |
| tumblepj                  | 0.036rc1         | MAME     |
| tunhunt                   | 0.069            | MAME     |
| tunhuntc                  | 0.037b15         | MAME     |
| tuningrc                  | 0.185            | MAME     |
| tunixha                   | 0.162            | MESS     |
| turbo                     | 0.034b04         | MAME     |
| turboa                    | 0.034b04         | MAME     |
| turbob                    | 0.164            | MAME     |
| turbobl                   | 0.164            | MAME     |
| turboc                    | 0.034b04         | MAME     |
| turbod                    | 0.164            | MAME     |
| turbofrc                  | 0.035b03         | MAME     |
| turbofrco                 | 0.194            | MAME     |
| turbofrcu                 | 0.181            | MAME     |
| turbosub                  | 0.092u2000       | MAME     |
| turbosub6                 | 0.129            | MAME     |
| turbosub7                 | 0.129u3          | MAME     |
| turbotag                  | 0.036b06         | MAME     |
| turfmast                  | 0.034b05         | MAME     |
| turkhunt                  | 0.119u1          | MAME     |
| turpin                    | 0.024            | MAME     |
| turpins                   | 0.119            | MAME     |
| turrett                   | 0.132u4          | MAME     |
| turtles                   | 0.006            | MAME     |
| turtreas                  | 0.173            | MAME     |
| turtship                  | 0.106u03         | MAME     |
| turtshipj                 | 0.106u03         | MAME     |
| turtshipk                 | 0.035b01         | MAME     |
| turtshipkn                | 0.163            | MAME     |
| turtshipko                | 0.163            | MAME     |
| tutankhm                  | 0.033b01         | MAME     |
| tutankhms                 | 0.025            | MAME     |
| tutor                     | 0.162            | MESS     |
| tutstomb                  | 0.093            | MAME     |
| tv21                      | 0.153            | MAME     |
| tv21_3                    | 0.153            | MAME     |
| tv910                     | 0.180            | MESS     |
| tv912b                    | 0.194            | MESS     |
| tv912c                    | 0.192            | MESS     |
| tv950                     | 0.162            | MESS     |
| tv955                     | 0.192            | MESS     |
| tv965                     | 0.192            | MESS     |
| tv990                     | 0.176            | MESS     |
| tv995                     | 0.176            | MESS     |
| tvboyii                   | 0.194            | MESS     |
| tvc4000                   | 0.162            | MESS     |
| tvc64                     | 0.162            | MESS     |
| tvc64p                    | 0.162            | MESS     |
| tvc64pru                  | 0.162            | MESS     |
| tvcapcom                  | 0.169            | MAME     |
| tvg2000                   | 0.162            | MESS     |
| tvgame                    | 0.163            | MESS     |
| tvindictr                 | 0.194            | MESS     |
| tvlinkp                   | 0.162            | MESS     |
| tvpoker                   | 0.153            | MAME     |
| twcup90                   | 0.031            | MAME     |
| twcup90a                  | 0.037b16         | MAME     |
| twcup90b                  | 0.129u4          | MAME     |
| twcup90b1                 | 0.031            | MAME     |
| twcup90b2                 | 0.128u5          | MAME     |
| twcup90ba                 | 0.154            | MAME     |
| twcup90t                  | 0.072u1          | MAME     |
| twcup94                   | 0.074u2          | MAME     |
| twcup94a                  | 0.095u4          | MAME     |
| twcup94b                  | 0.191            | MAME     |
| twcup98                   | 0.074u2          | MAME     |
| twcupmil                  | 0.094u1          | MAME     |
| twinactn                  | 0.103u2          | MAME     |
| twinadv                   | 0.110u5          | MAME     |
| twinadvk                  | 0.113u3          | MAME     |
| twinbee                   | 0.034b08         | MAME     |
| twinbrat                  | 0.193            | MAME     |
| twinbrata                 | 0.109u1          | MAME     |
| twinbratb                 | 0.087u4          | MAME     |
| twincobr                  | 0.034b01         | MAME     |
| twincobru                 | 0.034b01         | MAME     |
| twineag2                  | 0.073            | MAME     |
| twineagl                  | 0.037b01         | MAME     |
| twinfalc                  | 0.084u3          | MAME     |
| twinhawk                  | 0.053            | MAME     |
| twinhawku                 | 0.053            | MAME     |
| twinkle                   | 0.092            | MAME     |
| twinqix                   | 0.037b15         | MAME     |
| twins                     | 0.087u4          | MAME     |
| twinsa                    | 0.110u5          | MAME     |
| twinspri                  | 0.034b05         | MAME     |
| twinsqua                  | 0.088u4          | MAME     |
| twocrude                  | 0.154            | MAME     |
| twocrudea                 | 0.036b02         | MAME     |
| twotiger                  | 0.037b09         | MAME     |
| twotigerc                 | 0.028            | MAME     |
| twrshaft                  | 0.111u6          | MAME     |
| twsoc96                   | 0.034b04         | MAME     |
| twsoc98                   | 0.178            | MAME     |
| twst_300                  | 0.141u1          | MAME     |
| twst_404                  | 0.141u1          | MAME     |
| twst_405                  | 0.141u1          | MAME     |
| tx0_64kw                  | 0.162            | MESS     |
| tx0_8kw                   | 0.162            | MESS     |
| tx1                       | 0.094u2          | MAME     |
| tx1jb                     | 0.146u2          | MAME     |
| tx1jc                     | 0.104u7          | MAME     |
| tx8000                    | 0.162            | MESS     |
| txmenpx                   | 0.196            | MESS     |
| txsector                  | 0.141u1          | MAME     |
| txsectorf                 | 0.183            | MAME     |
| txsectorg                 | 0.183            | MAME     |
| tylz                      | 0.082            | MAME     |
| typhoon                   | 0.055            | MAME     |
| tz_92                     | 0.141u1          | MAME     |
| tz_94ch                   | 0.141u1          | MAME     |
| tz_94h                    | 0.141u1          | MAME     |
| tz_h7                     | 0.141u1          | MAME     |
| tz_h8                     | 0.141u1          | MAME     |
| tz_ifpa                   | 0.141u1          | MAME     |
| tz_l1                     | 0.141u1          | MAME     |
| tz_l2                     | 0.141u1          | MAME     |
| tz_l3                     | 0.141u1          | MAME     |
| tz_l4                     | 0.141u1          | MAME     |
| tz_p3                     | 0.141u1          | MAME     |
| tz_p4                     | 0.141u1          | MAME     |
| tz_pa1                    | 0.141u1          | MAME     |
| uballoon                  | 0.037b12         | MAME     |
| uboat65                   | 0.141u1          | MAME     |
| uccops                    | 0.036b06         | MAME     |
| uccopsar                  | 0.118u4          | MAME     |
| uccopsj                   | 0.036b09         | MAME     |
| uccopsu                   | 0.134u1          | MAME     |
| uchuuai                   | 0.057            | MAME     |
| ucytokyu                  | 0.143u7          | MAME     |
| uecology                  | 0.053            | MAME     |
| ufo_x                     | 0.141u1          | MAME     |
| ufo21                     | 0.156            | MAME     |
| ufo800                    | 0.156            | MAME     |
| ufombs                    | 0.162            | MESS     |
| ufomini                   | 0.156            | MAME     |
| ufosensi                  | 0.074u2          | MAME     |
| ufosensib                 | 0.093            | MAME     |
| uk101                     | 0.162            | MESS     |
| uk2086                    | 0.162            | MESS     |
| uknc                      | 0.162            | MESS     |
| ultarctc                  | 0.145            | MAME     |
| ultarctcup                | 0.161            | MAME     |
| ultennis                  | 0.064            | MAME     |
| ultennisj                 | 0.135u1          | MAME     |
| ultra19                   | 0.186            | MESS     |
| ultracin                  | 0.187            | MAME     |
| ultrainv                  | 0.147u3          | MAME     |
| ultraman                  | 0.036rc1         | MAME     |
| ultramhm                  | 0.057            | MAME     |
| ultratnk                  | 0.053            | MAME     |
| ultrax                    | 0.073            | MAME     |
| ultraxg                   | 0.159            | MAME     |
| ultrchmp                  | 0.147u4          | MAME     |
| ultrchmph                 | 0.148u4          | MAME     |
| umanclub                  | 0.055            | MAME     |
| umipoker                  | 0.143u6          | MAME     |
| umk3                      | 0.037b05         | MAME     |
| umk3r10                   | 0.090            | MAME     |
| umk3r11                   | 0.037b05         | MAME     |
| unclepoo                  | 0.136u4          | MAME     |
| undefeat                  | 0.130u1          | MAME     |
| undoukai                  | 0.057            | MAME     |
| undrfire                  | 0.037b16         | MAME     |
| undrfirej                 | 0.071            | MAME     |
| undrfireu                 | 0.071            | MAME     |
| uniap2en                  | 0.164            | MESS     |
| uniap2pt                  | 0.164            | MESS     |
| uniap2ti                  | 0.166            | MESS     |
| unichamp                  | 0.167            | MESS     |
| unicornd                  | 0.173            | MAME     |
| unicornda                 | 0.184            | MAME     |
| unicorndnz                | 0.180            | MAME     |
| unicorndu                 | 0.186            | MAME     |
| unior                     | 0.162            | MESS     |
| unistar                   | 0.162            | MESS     |
| unitron                   | 0.162            | MESS     |
| uniwars                   | 0.006            | MAME     |
| uniwarsa                  | 0.179            | MAME     |
| unkch1                    | 0.131u3          | MAME     |
| unkch2                    | 0.131u3          | MAME     |
| unkch3                    | 0.131u3          | MAME     |
| unkch4                    | 0.131u3          | MAME     |
| unkeinv                   | 0.194            | MESS     |
| unkh8gam                  | 0.148u5          | MAME     |
| unkhorse                  | 0.145u6          | MAME     |
| unkitpkr                  | 0.190            | MAME     |
| unkm1                     | 0.185            | MAME     |
| unkpacg                   | 0.144u1          | MAME     |
| unksig                    | 0.189            | MAME     |
| unksiga                   | 0.191            | MAME     |
| unsquad                   | 0.031            | MAME     |
| untoucha                  | 0.066            | MAME     |
| uopoko                    | 0.104u9          | MAME     |
| uopokoj                   | 0.037b02         | MAME     |
| upndown                   | 0.053            | MAME     |
| upndownu                  | 0.033b01         | MAME     |
| upscope                   | 0.105u3          | MAME     |
| upyoural                  | 0.095u2          | MAME     |
| urashima                  | 0.074u2          | MAME     |
| us2pfball                 | 0.184            | MESS     |
| usafootb                  | 0.141u1          | MAME     |
| usafootba                 | 0.185            | MAME     |
| usagi                     | 0.130u1          | MAME     |
| usagiol                   | 0.150            | MAME     |
| usagiym                   | 0.130u2          | MAME     |
| usclssic                  | 0.037b01         | MAME     |
| usg182                    | 0.103            | MAME     |
| usg185                    | 0.148u3          | MAME     |
| usg187c                   | 0.061            | MAME     |
| usg32                     | 0.061            | MAME     |
| usg82                     | 0.062            | MAME     |
| usg83x                    | 0.062            | MAME     |
| usgames                   | 0.061            | MAME     |
| uspbball                  | 0.184            | MESS     |
| usvsthem                  | 0.033b05         | MAME     |
| ut88                      | 0.162            | MESS     |
| ut88mini                  | 0.162            | MESS     |
| utoukond                  | 0.066            | MAME     |
| utrn1024                  | 0.173            | MESS     |
| uts20                     | 0.162            | MESS     |
| uvc                       | 0.162            | MESS     |
| uvcfr                     | 0.171            | MESS     |
| uvcg                      | 0.171            | MESS     |
| uvcsp                     | 0.171            | MESS     |
| uzebox                    | 0.162            | MESS     |
| v1                        | 0.177            | MAME     |
| v100                      | 0.192            | MESS     |
| v102                      | 0.192            | MESS     |
| v1050                     | 0.162            | MESS     |
| v200                      | 0.162            | MESS     |
| v364                      | 0.162            | MESS     |
| v4addlad                  | 0.143u4          | MAME     |
| v4addlad20                | 0.137u3          | MAME     |
| v4barqs2                  | 0.143u2          | MAME     |
| v4barqst                  | 0.143u2          | MAME     |
| v4big40                   | 0.143u3          | MAME     |
| v4bigfrt                  | 0.143u3          | MAME     |
| v4bios                    | 0.103u2          | MAME     |
| v4blox                    | 0.137u3          | MAME     |
| v4bloxd                   | 0.137u3          | MAME     |
| v4bubbnk                  | 0.143u3          | MAME     |
| v4bulblx                  | 0.143u3          | MAME     |
| v4cmaze                   | 0.138u1          | MAME     |
| v4cmaze2                  | 0.138u1          | MAME     |
| v4cmaze2a                 | 0.103u2          | MAME     |
| v4cmaze2b                 | 0.143u3          | MAME     |
| v4cmaze2c                 | 0.143u3          | MAME     |
| v4cmaze2d                 | 0.138u1          | MAME     |
| v4cmaze3                  | 0.103u2          | MAME     |
| v4cmaze3a                 | 0.138u1          | MAME     |
| v4cmaze3b                 | 0.143u3          | MAME     |
| v4cmaze3c                 | 0.143u3          | MAME     |
| v4cmaze3d                 | 0.138u1          | MAME     |
